receipt_id,receipt_date,vendor_name,gross_amount,payment_method,canonical_pay_method,is_driver_reimbursement,reimbursed_via,banking_transaction_id,is_matched,receipt_source,classification_bucket,classification_reason
215623,2012-08-04,LIQUOR BARN,34.70,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215663,2012-08-04,PLAZA LIQUOR TOWN,69.43,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
217137,2012-08-04,LIQUOR DEPOT,87.27,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215674,2012-08-08,UPTOWN LIQUOR STORE,110.24,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215675,2012-08-08,UPTOWN LIQUOR STORE,27.98,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215742,2012-08-08,LIQUOR DEPOT,60.74,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215743,2012-08-08,LIQUOR DEPOT,29.84,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215744,2012-08-08,LIQUOR DEPOT,93.07,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215745,2012-08-08,LIQUOR DEPOT,61.32,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215496,2012-08-09,LIQUOR BARN,135.20,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215497,2012-08-09,LIQUOR BARN,76.30,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215498,2012-08-10,LIQUOR BARN,20.04,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215327,2012-08-11,LIQUOR BARN,42.24,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215340,2012-08-11,LIQUOR BARN,6.68,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215673,2012-08-12,UPTOWN LIQUOR STORE,10.39,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215676,2012-08-14,UPTOWN LIQUOR STORE,58.50,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215666,2012-08-18,PLAZA LIQUOR TOWN,140.93,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215739,2012-08-24,LIQUOR DEPOT,5.98,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215740,2012-08-24,LIQUOR DEPOT,73.68,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215622,2012-08-30,LIQUOR BARN,60.25,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215686,2012-09-06,UPTOWN LIQUOR STORE,33.10,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215604,2012-09-07,LIQUOR BARN,222.71,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215667,2012-09-07,UPTOWN LIQUOR STORE,32.25,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215598,2012-09-09,LIQUOR BARN,265.95,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
214999,2012-09-10,ONE STOP LIQUOR,21.80,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215651,2012-09-10,CAPRI LIQUOR STORE,72.23,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215670,2012-09-10,UPTOWN LIQUOR STORE,35.93,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215694,2012-09-10,COOP LIQUOR,108.49,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215600,2012-09-14,LIQUOR BARN,81.10,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215601,2012-09-14,LIQUOR BARN,89.07,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215602,2012-09-14,LIQUOR BARN,19.07,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215606,2012-09-14,LIQUOR BARN,16.70,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215707,2012-09-14,VARCITY LIQUOR,11.64,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
215608,2012-09-15,LIQUOR BARN,13.71,cash,,False,,,False,,liquor_cash_likely,liquor vendor keyword
