status,gl_date,gl_chq,gl_vendor,gl_amount,gl_account,bk_id,bk_date,bk_debit,bk_desc,bk_chq,date_diff_days,amt_diff
MATCHED,2012-01-03,dd,Erles Auto Repair,308.70,1000 CIBC Bank 1615,99420,2012-01-03,308.70,ERLES AUTO REPAIR,,0,0.00
MATCHED,2012-01-04,dd,Erles Auto Repair,553.89,1000 CIBC Bank 1615,101822,2012-01-04,553.89,ERLES AUTO REPAIR,,0,0.00
MATCHED,2012-01-06,dd,Erles Auto Repair,905.08,1000 CIBC Bank 1615,101837,2012-01-06,905.08,ERLES AUTO REPAIR,,0,0.00
MATCHED,2012-01-20,dd,Rogers,891.72,1000 CIBC Bank 1615,101879,2012-01-20,891.72,ROGERS,,0,0.00
MATCHED,2012-01-31,dd,Erles Auto Repair,1443.24,1000 CIBC Bank 1615,101902,2012-01-31,1443.24,ERLES AUTO REPAIR,,0,0.00
MATCHED,2012-01-31,dd,Full Spectrum,1170.75,1000 CIBC Bank 1615,81491,2012-01-31,1170.75,Full Spectrum,,0,0.00
MATCHED,2012-02-02,209,106.7 The Drive,550.00,1000 CIBC Bank 1615,81527,2012-02-08,550.00,CHQ 209 106.7 THE DRIVE,209,6,0.00
MATCHED,2012-02-13,dd,Telus Communications,2083.34,1000 CIBC Bank 1615,81552,2012-02-13,2083.34,TELUS,,0,0.00
MATCHED,2012-02-22,dd,Parr's Automotive,500.00,1000 CIBC Bank 1615,81578,2012-02-20,500.00,CASH WITHDRAWAL,,2,0.00
MATCHED,2012-03-06,dd,Telus Communications,2142.59,1000 CIBC Bank 1615,81676,2012-03-06,2142.59,TELUS,,0,0.00
MATCHED,2012-03-07,dd,Parr's Automotive,200.00,1000 CIBC Bank 1615,81679,2012-03-07,200.00,PARRS AUTOMOTIVE,,0,0.00
MATCHED,2012-03-14,215,Welcome Wagon,150.00,1000 CIBC Bank 1615,81728,2012-03-19,150.00,CHQ 215 WELCOME WAGON,215,5,0.00
MATCHED,2012-03-15,dd,Vibe Car Auto,262.50,1000 CIBC Bank 1615,81714,2012-03-14,262.50,VIBE CAR AUDIO,,1,0.00
NO_DATE_OR_AMOUNT,2012-04-03,,Sully Chapman Beattie,0.00,1000 CIBC Bank 1615,,,,,,,
MATCHED,2012-04-10,dd,Telus Communications,2945.15,1000 CIBC Bank 1615,102064,2012-04-10,2945.15,TELUS,,0,0.00
NO_DATE_OR_AMOUNT,2012-04-11,,106.7 The Drive,0.00,1000 CIBC Bank 1615,,,,,,,
NO_DATE_OR_AMOUNT,2012-04-12,,Fibrenew,0.00,1000 CIBC Bank 1615,,,,,,,
NO_DATE_OR_AMOUNT,2012-04-26,,106.7 The Drive,0.00,1000 CIBC Bank 1615,,,,,,,
MATCHED,2012-05-14,dd,Carriage Auto Upholstery,181.00,1000 CIBC Bank 1615,81976,2012-05-14,181.00,CARRIAGE AUTO,,0,0.00
NO_MATCH,2012-05-23,262,CFIB,460.00,1000 CIBC Bank 1615,,,,,,,
MATCHED,2012-06-06,dd,Choice Auto Electric Ltd.,475.03,1000 CIBC Bank 1615,82060,2012-06-06,475.03,CHOICE AUTO ELECTRIC,,0,0.00
MATCHED,2012-06-11,274,Fibrenew,1050.00,1000 CIBC Bank 1615,82095,2012-06-13,1050.00,CHQ 274 FIBRENEW,274,2,0.00
MATCHED,2012-06-11,dd,Telus Communications,2992.47,1000 CIBC Bank 1615,82085,2012-06-11,2992.47,TELUS,,0,0.00
MATCHED,2012-06-26,dd,Telus Communications,1525.42,1000 CIBC Bank 1615,82148,2012-06-26,1525.42,BUCK OR TWO,,0,0.00
MATCHED,2012-06-26,dd,Telus Communications,446.18,1000 CIBC Bank 1615,102206,2012-06-26,446.18,TELUS,,0,0.00
MATCHED,2012-07-05,276,Fibrenew,1050.00,1000 CIBC Bank 1615,82188,2012-07-10,1050.00,CHQ 276 FIBRENEW,276,5,0.00
MATCHED,2012-07-10,dd,Erles Auto Repair,1024.28,1000 CIBC Bank 1615,99922,2012-07-10,1024.28,ERLES AUTO REPAIR,,0,0.00
MATCHED,2012-08-10,278,Parr's Automotive,300.00,1000 CIBC Bank 1615,82240,2012-08-10,300.00,CHQ 278 PARRS AUTOMOTIVE,278,0,0.00
MATCHED,2012-11-01,dd,Erles Auto Repair,119.07,1000 CIBC Bank 1615,102335,2012-11-01,119.07,ERLES AUTO REPAIR,,0,0.00
MATCHED,2012-11-06,dd,Erles Auto Repair,210.00,1000 CIBC Bank 1615,100044,2012-11-06,210.00,ERLES AUTO REPAIR,,0,0.00
NO_MATCH,2012-12-19,dd,Parr's Automotive,512.27,1000 CIBC Bank 1615,,,,,,,
MATCHED,2012-12-19,dd,Choice Auto Electric Ltd.,101.09,1000 CIBC Bank 1615,82432,2012-12-19,101.09,CHOICE AUTO ELECTRIC,,0,0.00
NO_MATCH,2012-12-19,dd,Parr's Automotive,487.73,1000 CIBC Bank 1615,,,,,,,
MATCHED,2012-12-20,dd,Choice Auto Electric Ltd.,258.38,1000 CIBC Bank 1615,82435,2012-12-20,258.38,CHOICE AUTO ELECTRIC,,0,0.00
NO_MATCH,2012-04-17,20,Niteline Limousine Service Ltd.,259.09,1010 Scotia Bank Main,,,,,,,
MATCHED,2012-07-09,dd,Centratech Technical,79.39,1010 Scotia Bank Main,69076,2012-07-09,79.39,CENTRATECH TECH SVCS,,0,0.00
MATCHED,2012-07-10,3,Parr's Automotive,2000.00,1010 Scotia Bank Main,69093,2012-07-13,2000.00,CHQ 3 PARRS AUTOMOTIVE,3,3,0.00
MATCHED,2012-07-11,dd,Erles Auto Repair,581.49,1010 Scotia Bank Main,69084,2012-07-11,581.49,LIQUOR DEPOT,,0,0.00
MATCHED,2012-07-13,4,Erles Auto Repair,840.95,1010 Scotia Bank Main,69092,2012-07-13,840.95,CHQ 4 EARLS AUTO,4,0,0.00
MATCHED,2012-07-23,11,Kirk's Tire (Red Deer) Ltd.,3000.00,1010 Scotia Bank Main,69142,2012-07-23,3000.00,CHQ 11 KIRKS TIRE,11,0,0.00
MATCHED,2012-08-04,18,Fibrenew,1207.50,1010 Scotia Bank Main,69203,2012-08-09,1207.50,CHQ 18 FIBRENEW,18,5,0.00
MATCHED,2012-08-10,21,Parr's Automotive,1000.00,1010 Scotia Bank Main,69205,2012-08-10,1000.00,CHQ 21 PARRS AUTOMOTIVE,21,0,0.00
NO_MATCH,2012-08-13,22,With This Ring Bridal Gala,682.50,1010 Scotia Bank Main,,,,,,,
MATCHED,2012-08-28,dd,WCB,3446.02,1010 Scotia Bank Main,69282,2012-08-28,3446.02,WCB payment,,0,0.00
NO_MATCH,2012-09-10,50,Fibrenew,1163.75,1010 Scotia Bank Main,,,,,,,
NO_MATCH,2012-09-10,51,Fibrenew,170.43,1010 Scotia Bank Main,,,,,,,
